Business_id,Business_Category,Category_type,Map,Product_proposal,New_Product
SCAA9635,Chest Hospital,Hospital,Done,Gmvt,Gmvt 
DCBP2473,Chest Physician,Hospital,No Data,No Data,No Data
DCBP2474,Chest Physician,Hospital,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
DCBP2474,Chest Physician,Hospital,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
DCBP2474,Chest Physician,Hospital,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
DCBP2474,Chest Physician,Hospital,No Data,No Data,No Data
DCND2611,Chest Physician,Hospital,Done,Gmvt,Gmvt 
MCBP6485,Chest Physician,Hospital,Done,gmvtfb,Gmvt + Facebook lead
MCBP6485,Chest Physician,Hospital,Done,Social-Media Management,Social Media Management
DCAS2307,"Chest Physician, Dtcd, Md Chest Medicine",Hospital,Done,GMVT,Gmvt 
CCBD1777,Chest Specilist,Hospital,No Data,Gmvt+Fb,Gmvt + Facebook Lead
CCBD1777,Chest Specilist,Hospital,No Data,Gmvt+Fb,Gmvt + Facebook Lead
CCBD1777,Chest Specilist,Hospital,No Data,Gmvt+Fb,Gmvt + Facebook Lead
RCND8848,Chest Specilist,Hospital,Done,Social-Media Management,Social Media Management
RCND8848,Chest Specilist,Hospital,Done,Social-Media Management,Social Media Management
GCNS4269,Child,Hospital,Done,Gmvt,Gmvt 
RCNK8855,Child Care,Hospital,Done,Ad Word,Google ads
BCBD1312,Child Care Clinic,Clinic,No Data,No Data,No Data
DCBD2395,Child Care Clinic,Clinic,No Data,No Data,No Data
DCBD2414,Child Care Clinic,Clinic,No Data,No Data,No Data
DCBD2447,Child Care Clinic,Clinic,No Data,No Data,No Data
DCBD2450,Child Care Clinic,Clinic,No Data,No Data,No Data
KCBD5645,Child Care Clinic,Clinic,Done,Gmvt+Fb,Gmvt + Facebook Lead
KCBD5646,Child Care Clinic,Clinic,No Data,No Data,No Data
MCBD6462,Child Care Clinic,Clinic,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
SCND9910,Child Care Clinic,Clinic,Done,Gmvt,Gmvt 
LCNG6126,Child Care Hospital,Hospital,Done,Gmvt,Gmvt 
PCKD8130,Child Care Hospital,Hospital,Done,Gmvt,Gmvt 
AHNR690,Child Clinic,Clinic,Done,Gmvt,Gmvt 
CCNR1861,Child Clinic,Clinic,Done,GMVT AND GOOGLE BLOGGERS,Gmvt + Google ads
CCNP1851,Child Clinic,Clinic,Done,Gmvt,Gmvt 
DCNR2679,Child Clinic,Clinic,Unverified,GMVT+FB+WHATSAPP,Gmvt + Facebook + Whatsapp
DCNR2679,Child Clinic,Clinic,Unverified,GMVT+FB+WHATSAPP,Gmvt + Facebook + Whatsapp
DCNR2684,Child Clinic,Clinic,Done,GMVT AND GOOGLE BLOGGERS,Gmvt + Google ads
KCBD5647,Child Clinic,Clinic,No Data,No Data,No Data
KCBD5647,Child Clinic,Clinic,Done,Gmvt,Gmvt 
KCBP5647,Child Clinic,Clinic,Done,Gmvt,Gmvt 
KCBD5653,Child Clinic,Clinic,Done,GMVT,Gmvt 
MCNM6533,Child Clinic,Clinic,Done,Gmvt,Gmvt 
NCNA7352,Child Clinic,Clinic,Done,Gmvt And Google Bloggers,Gmvt + Google ads
NCNA7352,Child Clinic,Clinic,Done,Gmvt And Google Bloggers,Gmvt + Google ads
SCNP9938,Child Clinic,Clinic,No Data,No Data,No Data
SCNM9936,Child Clinic,Clinic,Done,"Gmvt,Fb Page Link",Gmvt + Facebook
UCNM12190,Child Clinic,Clinic,Done,"Gmvt, Google Blogger",Gmvt + Google ads
UCNM12190,Child Clinic,Clinic,Done,"Gmvt, Google Blogger",Gmvt + Google ads
MCNR6546,Child Dentist,Hospital,Done,GMVT,Gmvt 
DCND2623,Child Health Care,Hospital,Done,Gmvt,Gmvt 
SCBP9808,Child Hosp.,Hospital,Unverified,Gmvt,Gmvt 
SCBP9808,Child Hosp.,Hospital,Unverified,Gmvt,Gmvt 
SCBP9808,Child Hosp.,Hospital,Unverified,Gmvt,Gmvt 
SCBP9808,Child Hosp.,Hospital,Unverified,Gmvt,Gmvt 
DCUP2695,Child Hospital,Hospital,Unverified,Gmvt,Gmvt 
KCAS5633,Child Hospital,Hospital,No Data,Gmvt+ Social Media,Gmvt+Social Media
KCAS5633,Child Hospital,Hospital,Done,Update Listing,Gmvt
LCAP6100,Child Hospital,Hospital,Done,Social-Media Management,Social Media Management
LCAM6100,Child Hospital,Hospital,Unverified,Gmvt + Social Media,Gmvt + Social Media
MCAP6430,Child Hospital,Hospital,Done,Gmvt+Fb,Gmvt + Facebook Lead
MCBD6469,Child Hospital,Hospital,Unverified,Social-Media Management,Social Media Management
MCBD6469,Child Hospital,Hospital,Unverified,vps,Vps
MCBD6470,Child Hospital,Hospital,No Data,Social-Media Management,Social Media Management
MCBD6471,Child Hospital,Hospital,Done,Vps,Vps
MCBD6471,Child Hospital,Hospital,No Data,Gmvt,Gmvt 
MCBD6471,Child Hospital,Hospital,Done,Gmvt,Gmvt 
MCBD6472,Child Hospital,Hospital,Done,Social-Media Management,Social Media Management
MCCV6511,Child Hospital,Hospital,Done,GMVTFB,Gmvt + Facebook lead
NCAP7289,Child Hospital,Hospital,No Data,Gmvt + Social Media,Gmvt + Social Media
NCAS7289,Child Hospital,Hospital,Done,Gmvt + Social Media,Gmvt + Social Media
NCAJ7289,Child Hospital,Hospital,Done,Gmvt,Gmvt 
NCAA7289,Child Hospital,Hospital,Unverified,Gmvt+Social Media,Gmvt + Social Media
NCAJ7294,Child Hospital,Hospital,No Data,Gmvt,Gmvt 
NCAJ7294,Child Hospital,Hospital,Done,Gmvt,Gmvt 
NCAS7294,Child Hospital,Hospital,Done,Gmvt,Gmvt 
PCND8141,Child Hospital,Hospital,Done,Gmvt,Gmvt 
ACBD217,Child Specialist,Hospital,No Data,Gmvt+Fb,Gmvt + Facebook Lead
ACBD217,Child Specialist,Hospital,No Data,Gmvt,Gmvt 
CCBD1776,Child Specialist,Hospital,No Data,Gmvt+Fb,Gmvt + Facebook Lead
CCBD1776,Child Specialist,Hospital,No Data,Gmvt+Fb,Gmvt + Facebook Lead
CCBD1776,Child Specialist,Hospital,No Data,Gmvt+Fb,Gmvt + Facebook Lead
CCBD1779,Child Specialist,Hospital,No Data,Gmvt,Gmvt 
DCNR2679,Child Specialist,Hospital,Unverified,Social-Media Management,Social Media Management
DCND2568,Child Specialist,Hospital,Done,360 Photoshoot,Gmvt
DCND2568,Child Specialist,Hospital,Done,360 Photoshoot,Gmvt
DCND2568,Child Specialist,Hospital,Done,360 Photoshoot,Gmvt
DCND2568,Child Specialist,Hospital,Done,360 Photoshoot,Gmvt
DCND2568,Child Specialist,Hospital,Done,360 Photoshoot,Gmvt
DCND2568,Child Specialist,Hospital,Unverified,Gmvt,Gmvt 
DCND2569,Child Specialist,Hospital,Not Done,Gmvt,Gmvt 
DCBD2414,Child Specialist,Hospital,No Data,Gmvt+Fb,Gmvt + Facebook Lead
DCBD2414,Child Specialist,Hospital,No Data,Gmvt+Fb,Gmvt + Facebook Lead
DCBD2414,Child Specialist,Hospital,No Data,Gmvt+Fb,Gmvt + Facebook Lead
DCND2615,Child Specialist,Hospital,Done,Gmvt,Gmvt 
DCBD2448,Child Specialist,Hospital,No Data,Gmvt+Fb,Gmvt + Facebook Lead
DCBP2484,Child Specialist,Hospital,Unverified,Gmvt,Gmvt 
DCBP2484,Child Specialist,Hospital,No Data,No Data,No Data
DCBP2484,Child Specialist,Hospital,No Data,No Data,No Data
DCBP2484,Child Specialist,Hospital,No Data,Gmvt,Gmvt 
DCBP2484,Child Specialist,Hospital,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
DCBP2484,Child Specialist,Hospital,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
GCND4262,Child Specialist,Hospital,Not Done,Google Listing,Google ads
GCND4262,Child Specialist,Hospital,No Data,No Data,No Data
KCBD5646,Child Specialist,Hospital,Done,Gmvt,Gmvt 
MCNJ6532,Child Specialist,Hospital,Done,Gmvt,Gmvt 
MCBD6466,Child Specialist,Hospital,Done,Gmvt+Fb,Gmvt + Facebook Lead
MCBD6466,Child Specialist,Hospital,Done,Gmvt+Fb,Gmvt + Facebook Lead
SCND9920,Child Specialist,Hospital,Not Done,Social-Media Management,Social Media Management
SCNG9920,Child Specialist,Hospital,Not Done,Social-Media Management,Social Media Management
SCNR9920,Child Specialist,Hospital,Not Done,VPS,Vps
TCND11743,Child Specialist,Hospital,Not Done,Gmvt,Gmvt 
TCBD11743,Child Specialist,Hospital,No Data,No Data,No Data
RCBD8805,Child Water Supplier,Hospital,No Data,Gmvt,Gmvt 
RCBD8805,Child Water Supplier,Hospital,No Data,Gmvt,Gmvt 
DCAA2270,Children & Ent Hospital,Hospital,Done,Gmvt,Gmvt 
NCAA7291,Children and Dental Hospital,Hospital,Done,Gmvt,Gmvt 
DCAP2291,Children Clinic,Hospital,Done,Gmvt + Social Media,Gmvt + Social Media
NCNG7363,Children Clinic,Hospital,No Data,Social-Media Management,Social Media Management
ACBD211,Children Hospital,Hospital,Done,"GMVT, QR code,",Gmvt
DCBP2471,Children Hospital,Hospital,Unverified,Gmvt,Gmvt 
DCBP2471,Children Hospital,Hospital,Unverified,Gmvt,Gmvt 
JCAS5278,Children Hospital,Hospital,No Data,No Data,No Data
KCAA5612,Children Hospital,Hospital,Not Done,GMVT+FB,Gmvt + Facebook Lead
KCAA5612,Children Hospital,Hospital,Not Done,GMVT+FB,Gmvt + Facebook Lead
NCND7360,Children Hospital,Hospital,Unverified,Social-Media Management,Social Media Management
NCND7361,Children Hospital,Hospital,Done,Gmvt,Gmvt 
NCND7361,Children Hospital,Hospital,Done,Gmvt,Gmvt 
SCAP9689,Children Hospital,Hospital,Done,GMVT+FB Leads,Gmvt + Facebook lead
NCAP7303,Childrens Hospital,Hospital,Done,Gmvt ( Business Category & Keywords Lis,Gmvt
ACBD218,Children'S Hospital,Hospital,No Data,Gmvt,Gmvt 
ACBD218,Children'S Hospital,Hospital,No Data,Gmvt,Gmvt 
ACBD218,Children'S Hospital,Hospital,No Data,No Data,No Data
DCND2560,Children's Hospital,Hospital,Not Done,Gmvt,Gmvt 
DCND2560,Children's Hospital,Hospital,Done,Gmvt,Gmvt 
DCND2560,Children's Hospital,Hospital,No Data,No Data,No Data
KCAP5625,Childrens Readymade Garment Store,Cloth Store,No Data,No Data,No Data
BCCV1336,Chiropractor Therapy Center,Clinic,No Data,Gmvt+ Social Media,Gmvt+Social Media
BCCV1336,Chiropractor Therapy Center,Clinic,No Data,Gmvt+ Social Media,Gmvt+Social Media
BCCV1336,Chiropractor Therapy Center,Clinic,No Data,Gmvt+ Social Media,Gmvt+Social Media
BCCV1337,Chiropractor Therapy Center,Clinic,Done,Social-Media Management,Social Media Management
CCAS1757,Chocolate Manufacturer,Chocolate Manufacturer,Done,Gmvt,Gmvt 
CCAS1757,Chocolate Manufacturer,Chocolate Manufacturer,Done,Gmvt,Gmvt 
ACCV242,Civil Contractor,Real Estate,No Data,Gmvt+ Social Media,Gmvt+Social Media
JCCV5296,Civil Contractor,Real Estate,Not Done,Gmvt,Gmvt 
KCBD5644,Civil Contractor,Real Estate,Done,Gmvt  Fb,Gmvt + Facebook lead
ACBA201,Civil Contractor / Builder Nd Developer,Real Estate,No Data,No Data,No Data
ACBA201,Civil Contractor / Builder Nd Developer,Real Estate,No Data,No Data,No Data
RCCV8838,Civil Contractors,Real Estate,No Data,Gmvt+ Social Media,Gmvt+Social Media
MCBA6449,Civil Engineer,Real Estate,Unverified,vps,Vps
RCBA8796,Civil Engineer,Real Estate,No Data,Gmvt + Social Media,Gmvt + Social Media
SCAN9674,Civil Engineer,Real Estate,Done,gmvtfb,Gmvt + Facebook lead
SCAN9674,Civil Engineer,Real Estate,Done,gmvtfb,Gmvt + Facebook lead
SCAN9674,Civil Engineer,Real Estate,Done,gmvtfb,Gmvt + Facebook lead
SCAN9674,Civil Engineer,Real Estate,Done,GmvtFb,Gmvt + Facebook lead
CCCV1805,Civil Engineering Analysis Designing Academy,Educational Classes,No Data,Gmvt+ Social Media,Gmvt+Social Media
CCBP1793,Civil Engineering Company,Real Estate,Done,GmvtJd Paid,Gmvt
CCBP1793,Civil Engineering Company,Real Estate,Done,GmvtJd Paid,Gmvt
ACNM299,Classes,Classes,Not Done,Gmvt+ Social Media,Gmvt+Social Media
ACBP232,Classes,Classes,Done,GmvtFb,Gmvt + Facebook lead
ACND292,Classes,Classes,Done,Adword,Google ads
FCBA3971,Classes,Classes,No Data,No Data,No Data
FCBA3971,Classes,Classes,No Data,No Data,No Data
FCBA3972,Classes,Classes,No Data,No Data,No Data
ICBA5056,Classes,Classes,No Data,Gmvt,Gmvt 
ICBA5056,Classes,Classes,Done,Gmvt+Fb,Gmvt + Facebook Lead
ICNR5081,Classes,Classes,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
ICNR5081,Classes,Classes,Done,Gmvt,Gmvt 
ICNR5081,Classes,Classes,No Data,Gmvt+Fb,Gmvt + Facebook Lead
JCCR5293,Classes,Classes,Not Done,vps,Vps
KCND5678,Classes,Classes,Done,GMVT+FB Lead,Gmvt + Facebook lead
KCND5678,Classes,Classes,Done,GMVT +social media,Gmvt + Social
KCBP5658,Classes,Classes,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
MCBP6476,Classes,Classes,Done,"Behind Athawale College Of Social Work,",Gmvt
MCAS6442,Classes,Classes,Not Done,Gmvt+Fb,Gmvt + Facebook Lead
RCAS8790,Classes,Classes,Done,GMVT+FB,Gmvt + Facebook Lead
SCNA9903,Classes,Classes,Done,Gmvt,Gmvt 
TCNR11794,Classes,Classes,Done,GMVT,Gmvt 
GCAP4203,Cleaner Servies,Cleaning Services,Done,GMVT+FB+Ad Word,Gmvt + Facebook + Google ads
GCAP4203,Cleaner Servies,Cleaning Services,Done,GMVT+FB+Website,Gmvt + Facebook + Website
SCBD9768,Cleanig Services,Cleaning Services,No Data,Gmvt,Gmvt 
VCBD12367,Cleanig Services,Cleaning Services,No Data,Gmvt,Gmvt 
WCBD12721,Cleanig Services,Cleaning Services,No Data,Gmvt,Gmvt 
WCBD12721,Cleanig Services,Cleaning Services,No Data,Gmvt+Fb,Gmvt + Facebook Lead
WCBD12721,Cleanig Services,Cleaning Services,No Data,Gmvt+Fb,Gmvt + Facebook Lead
SCNA9899,Cleaning Services,Cleaning Services,Done,Social-Media Management,Social Media Management
SCNA9899,Cleaning Services,Cleaning Services,Done,fb/ad,Facebook Lead + Google ads
ACCV261,Cleaning Services,Cleaning Services,No Data,Gmvt+ Social Media,Gmvt+Social Media
ACAN164,Cleaning Services,Cleaning Services,Not Done,GMVT,Gmvt 
BCAP1290,Cleaning Services,Cleaning Services,No Data,Gmvt + Social Media,Gmvt + Social Media
CCNR1862,Cleaning Services,Cleaning Services,Not Done,GMVT+FB,Gmvt + Facebook Lead
NCAN7298,Cleaning Services,Cleaning Services,Not Done,GMVT,Gmvt 
NCAN7298,Cleaning Services,Cleaning Services,Not Done,GMVT,Gmvt 
NCAN7298,Cleaning Services,Cleaning Services,Not Done,GMVT,Gmvt 
RCAP8776,Cleaning Services,Cleaning Services,No Data,Gmvt + Social Media,Gmvt + Social Media
RCAV8793,Cleaning Services,Cleaning Services,Not Done,Gmvt + Social Media,Gmvt + Social Media
RCCD8781,Cleaning Services,Cleaning Services,Unverified,gmvt,Gmvt 
SCAV9739,Cleaning Services,Cleaning Services,Not Done,Gmvt + Social Media,Gmvt + Social Media
SCAV9739,Cleaning Services,Cleaning Services,Not Done,Gmvt + Social Media,Gmvt + Social Media
SCAP9714,Cleaning Services,Cleaning Services,No Data,Gmvt + Social Media,Gmvt + Social Media
ICAH5047,Cleaning Servises,Cleaning Services,No Data,Gmvt + Social Media,Gmvt + Social Media
NCBD7316,Cleaning Servises,Cleaning Services,No Data,Gmvt,Gmvt 
NCBD7316,Cleaning Servises,Cleaning Services,No Data,Gmvt,Gmvt 
NCNR7366,Cleaning Servises,Cleaning Services,Unverified,GMVT,Gmvt 
PCBD8092,Cleaning Servises,Cleaning Services,No Data,Gmvt,Gmvt 
SCAH9641,Cleaning Servises,Cleaning Services,Unverified,Gmvt+ Social Media,Gmvt+Social Media
SCAH9641,Cleaning Servises,Cleaning Services,Unverified,Gmvt+ Social Media,Gmvt+Social Media
HCNR4705,Clening Services,Cleaning Services,No Data,Gmvt + Social Media,Gmvt + Social Media
ACAS184,Clinc,Clinic,Done,GMVT+AD+FB,Gmvt + Google ads + Facebook lead
ACAS184,Clinc,Clinic,Done,GMVT+AD+FB,Gmvt + Google ads + Facebook lead
ACBD206,Clinic,Clinic,No Data,Gmvt+Fb,Gmvt + Facebook Lead
ACBD206,Clinic,Clinic,No Data,Gmvt+Fb,Gmvt + Facebook Lead
ACBD207,Clinic,Clinic,No Data,Gmvt+Fb,Gmvt + Facebook Lead
ACBD207,Clinic,Clinic,No Data,Gmvt+Fb,Gmvt + Facebook Lead
ACBD207,Clinic,Clinic,No Data,Gmvt+Fb,Gmvt + Facebook Lead
ACBD207,Clinic,Clinic,No Data,No Data,No Data
ACBD207,Clinic,Clinic,Done,GMVT,Gmvt 
ACCV245,Clinic,Clinic,Not Done,Gmvt,Gmvt 
ACCV247,Clinic,Clinic,Done,Gmvt,Gmvt 
ACCV248,Clinic,Clinic,Done,Gmvt+Fb,Gmvt + Facebook Lead
ACND284,Clinic,Clinic,Not Done,Gmvt,Gmvt 
ACAP169,Clinic,Clinic,No Data,Gmvt + Social Media,Gmvt + Social Media
ACAP169,Clinic,Clinic,No Data,Gmvt + Social Media,Gmvt + Social Media
ACBD208,Clinic,Clinic,No Data,No Data,No Data
ACBM224,Clinic,Clinic,Done,Gmvt,Gmvt 
ACBD209,Clinic,Clinic,No Data,No Data,No Data
ACBD210,Clinic,Clinic,No Data,No Data,No Data
ACAA154,Clinic,Clinic,Done,Gmvt,Gmvt 
ACAA154,Clinic,Clinic,Done,Gmvt,Gmvt 
ACAA154,Clinic,Clinic,Done,Gmvt,Gmvt 
ACCV253,Clinic,Clinic,Not Done,Gmvt+Fb,Gmvt + Facebook Lead
ACCV253,Clinic,Clinic,Done,Gmvt+Fb,Gmvt + Facebook Lead
ACCV253,Clinic,Clinic,Done,Gmvt+Fb,Gmvt + Facebook Lead
ACCV253,Clinic,Clinic,Done,Gmvt+Fb,Gmvt + Facebook Lead
ACCV253,Clinic,Clinic,Done,Gmvt+Fb,Gmvt + Facebook Lead
ACCV255,Clinic,Clinic,Done,Gmvt,Gmvt 
ACBD215,Clinic,Clinic,No Data,No Data,No Data
ACBP231,Clinic,Clinic,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
ACBP231,Clinic,Clinic,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
ACBP231,Clinic,Clinic,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
ACWA319,Clinic,Clinic,Done,GMVT,Gmvt 
ACCV260,Clinic,Clinic,Done,Gmvt+Fb,Gmvt + Facebook Lead
ACBD216,Clinic,Clinic,No Data,No Data,No Data
ACCV263,Clinic,Clinic,Done,Gmvt,Gmvt 
ACCV264,Clinic,Clinic,Done,Gmvt,Gmvt 
ACCV266,Clinic,Clinic,Done,Gmvt,Gmvt 
ACNJ296,Clinic,Clinic,Done,PAge Management,Social Media Management
ACCV267,Clinic,Clinic,Done,Bulk Whatsapp,Bulk Whatsapp
ACCV268,Clinic,Clinic,Done,Website,Website
ACCV268,Clinic,Clinic,Done,Website,Website
ACCV75,Clinic,Clinic,Done,Website,Website
ACCV270,Clinic,Clinic,Done,Gmvt,Gmvt 
ACCV270,Clinic,Clinic,Not Done,Gmvt+Fb,Gmvt + Facebook Lead
ACBD219,Clinic,Clinic,No Data,No Data,No Data
ACAA155,Clinic,Clinic,Done,Gmvt,Gmvt 
ACAA155,Clinic,Clinic,No Data,Gmvt,Gmvt 
ACCV272,Clinic,Clinic,Done,Gmvt+Fb,Gmvt + Facebook Lead
ACCV273,Clinic,Clinic,Done,Gmvt+Fb,Gmvt + Facebook Lead
ACND290,Clinic,Clinic,No Data,No Data,No Data
ACND290,Clinic,Clinic,No Data,No Data,No Data
AGND556,Clinic,Clinic,Not Done,Gmvt,Gmvt 
AGND556,Clinic,Clinic,No Data,No Data,No Data
ACBD221,Clinic,Clinic,No Data,No Data,No Data
ACBD221,Clinic,Clinic,No Data,No Data,No Data
ACBD222,Clinic,Clinic,No Data,Gmvt+Fb,Gmvt + Facebook Lead
ACBD222,Clinic,Clinic,No Data,No Data,No Data
ACND293,Clinic,Clinic,Done,Gmvt,Gmvt 
ACND293,Clinic,Clinic,Done,Gmvt,Gmvt 
ACBD223,Clinic,Clinic,No Data,No Data,No Data
BCBP1314,Clinic,Clinic,Not Done,Gmvt+Fb,Gmvt + Facebook Lead
BCCV1318,Clinic,Clinic,Done,Gmvt+Fb,Gmvt + Facebook Lead
BCCV1321,Clinic,Clinic,Done,Gmvt+Fb,Gmvt + Facebook Lead
BCCV1322,Clinic,Clinic,Done,Gmvt,Gmvt 
BCCV1322,Clinic,Clinic,Not Done,Gmvt+Fb,Gmvt + Facebook Lead
BCCV1323,Clinic,Clinic,Done,Gmvt+Fb,Gmvt + Facebook Lead
BCCV1323,Clinic,Clinic,Done,Gmvt+Fb,Gmvt + Facebook Lead
BCCV1324,Clinic,Clinic,Not Done,Gmvt+Fb,Gmvt + Facebook Lead
BCCV1327,Clinic,Clinic,Done,Gmvt+Fb,Gmvt + Facebook Lead
BCCV1328,Clinic,Clinic,Done,Website,Website
BCCV1329,Clinic,Clinic,Done,Gmvt+Fb,Gmvt + Facebook Lead
BCBD1308,Clinic,Clinic,No Data,No Data,No Data
BCCV1330,Clinic,Clinic,Not Done,Bulk Whatsapp,Bulk Whatsapp
BCCV1331,Clinic,Clinic,Not Done,Gmvt+Fb,Gmvt + Facebook Lead
BCND1346,Clinic,Clinic,Done,Social-Media Management,Social Media Management
BCNR1350,Clinic,Clinic,No Data,No Data,No Data
BCCV1333,Clinic,Clinic,Done,Gmvt,Gmvt 
BCND1347,Clinic,Clinic,Done,Social-Media Management,Social Media Management
BCCV1339,Clinic,Clinic,No Data,Gmvt+ Social Media,Gmvt+Social Media
BCCV1342,Clinic,Clinic,Done,Gmvt+Fb,Gmvt + Facebook Lead
BCCV1342,Clinic,Clinic,Not Done,Gmvt+Fb,Gmvt + Facebook Lead
CCCV1802,Clinic,Clinic,Done,Gmvt,Gmvt 
CCCV1804,Clinic,Clinic,Done,Gmvt+Fb,Gmvt + Facebook Lead
CCCV1804,Clinic,Clinic,Done,Gmvt+Fb,Gmvt + Facebook Lead
CCCV1804,Clinic,Clinic,Done,Gmvt+Fb,Gmvt + Facebook Lead
CCCV1804,Clinic,Clinic,Not Done,Gmvt+Fb,Gmvt + Facebook Lead
CCND1836,Clinic,Clinic,Done,No Data,No Data
CCND1837,Clinic,Clinic,Not Done,Gmvt,Gmvt 
CCCV1806,Clinic,Clinic,Done,Gmvt+Fb,Gmvt + Facebook Lead
CCCV1806,Clinic,Clinic,Done,Gmvt+Fb,Gmvt + Facebook Lead
CCCV1807,Clinic,Clinic,Done,Gmvt+Fb,Gmvt + Facebook Lead
CCCV1809,Clinic,Clinic,Done,Gmvt+Fb,Gmvt + Facebook Lead
CCNP1850,Clinic,Clinic,Done,No Data,No Data
CCCV1813,Clinic,Clinic,Not Done,Gmvt+Fb,Gmvt + Facebook Lead
CCCV1814,Clinic,Clinic,Not Done,Bulk Whatsapp,Bulk Whatsapp
CCCV1814,Clinic,Clinic,Done,Bulk Whatsapp,Bulk Whatsapp
CCBD1780,Clinic,Clinic,No Data,No Data,No Data
CCCV1816,Clinic,Clinic,No Data,Gmvt+Fb,Gmvt + Facebook Lead
CCND1839,Clinic,Clinic,Not Done,Gmvt,Gmvt 
CHND1978,Clinic,Clinic,No Data,Gmvt+ Social Media,Gmvt+Social Media
CCND1841,Clinic,Clinic,Done,Gmvt,Gmvt 
CCAA1719,Clinic,Clinic,Done,Gmvt,Gmvt 
CCCV1823,Clinic,Clinic,Done,Gmvt+Fb,Gmvt + Facebook Lead
CCCV1823,Clinic,Clinic,Done,Gmvt+Fb,Gmvt + Facebook Lead
CCCV1823,Clinic,Clinic,Done,Gmvt+Fb,Gmvt + Facebook Lead
DCCV2495,Clinic,Clinic,Done,Gmvt+Fb,Gmvt + Facebook Lead
DCBD2317,Clinic,Clinic,No Data,No Data,No Data
DCBD2317,Clinic,Clinic,No Data,No Data,No Data
DCBD2318,Clinic,Clinic,No Data,No Data,No Data
DCBD2319,Clinic,Clinic,No Data,No Data,No Data
DCAS2296,Clinic,Clinic,No Data,No Data,No Data
DCND2540,Clinic,Clinic,No Data,No Data,No Data
DCCV2499,Clinic,Clinic,Done,Gmvt+Fb,Gmvt + Facebook Lead
DCCV2500,Clinic,Clinic,Not Done,Gmvt+Fb,Gmvt + Facebook Lead
DCBD2320,Clinic,Clinic,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
DCCV2502,Clinic,Clinic,Done,Gmvt,Gmvt 
DCND2542,Clinic,Clinic,No Data,No Data,No Data
DCCV2504,Clinic,Clinic,No Data,Gmvt+ Social Media,Gmvt+Social Media
DCCV2504,Clinic,Clinic,No Data,Gmvt+ Social Media,Gmvt+Social Media
DGBD2324,Clinic,Clinic,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
DGBD2324,Clinic,Clinic,Unverified,Gmvt+Fb,Gmvt + Facebook Lead
DGBD2324,Clinic,Clinic,No Data,Gmvt,Gmvt 
DCBD2324,Clinic,Clinic,No Data,Gmvt,Gmvt 
DCBD2324,Clinic,Clinic,No Data,Gmvt,Gmvt 
DCBD2325,Clinic,Clinic,No Data,No Data,No Data
DCND2543,Clinic,Clinic,No Data,No Data,No Data
DPBD3516,Clinic,Clinic,Done,"Gmvt Catagory Listing, Qr Code, Blogger",Gmvt
DPBD3516,Clinic,Clinic,Done,GMVT Catagory Listing Qr Code Blogger W,Gmvt
DCND2545,Clinic,Clinic,No Data,No Data,No Data
DCBD2326,Clinic,Clinic,No Data,No Data,No Data
DCNP2664,Clinic,Clinic,No Data,No Data,No Data
DCNG2626,Clinic,Clinic,Done,Gmvt,Gmvt 
DCCV2505,Clinic,Clinic,Done,Gmvt,Gmvt 
DCCV2505,Clinic,Clinic,Done,Gmvt,Gmvt 
DCCV2505,Clinic,Clinic,Done,Gmvt,Gmvt 
DCCV2505,Clinic,Clinic,Done,Gmvt,Gmvt 
DCCV2505,Clinic,Clinic,Done,Gmvt,Gmvt 
DCBD2327,Clinic,Clinic,No Data,No Data,No Data
DCBD2328,Clinic,Clinic,No Data,No Data,No Data
DCBD2329,Clinic,Clinic,No Data,No Data,No Data
DCNG2627,Clinic,Clinic,Unverified,Social-Media Management,Social Media Management
DCNG2627,Clinic,Clinic,Unverified,VPS,Vps
DCNG2627,Clinic,Clinic,Unverified,vps,Vps
DCBD2330,Clinic,Clinic,No Data,No Data,No Data
DCBD2331,Clinic,Clinic,No Data,No Data,No Data
DCND2547,Clinic,Clinic,Done,Gmvt,Gmvt 
DCND2548,Clinic,Clinic,No Data,No Data,No Data
DCNP2665,Clinic,Clinic,No Data,No Data,No Data
DCBD2332,Clinic,Clinic,No Data,No Data,No Data
DCND2549,Clinic,Clinic,No Data,No Data,No Data
DCND2550,Clinic,Clinic,No Data,No Data,No Data
DCND2550,Clinic,Clinic,No Data,No Data,No Data
DCND2551,Clinic,Clinic,No Data,No Data,No Data
DCBD2334,Clinic,Clinic,No Data,No Data,No Data
DCBD2334,Clinic,Clinic,No Data,No Data,No Data
DCBD2335,Clinic,Clinic,No Data,No Data,No Data
DCNG2628,Clinic,Clinic,Done,Gmvt,Gmvt 
